"Title","Year","Source title","DOI","Link","Abstract","Document Type","Publication Stage","Source"
"Assessment of the CoaguChek-XS portable prothrombin time point-of-care analyzer for horses","2019","Journal of Veterinary Diagnostic Investigation","10.1177/1040638719832340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062908577&doi=10.1177%2f1040638719832340&partnerID=40&md5=e3705794678a635457f76ae0d60f3789","Coagulopathies in horses are common and potentially life-threatening. In equine field medicine, a portable point-of-care (POC) prothrombin time (PT) testing device could be useful to identify early changes in extrinsic clotting. The CoaguChek-XS (Roche Diagnostics) is a small, portable POC PT analyzer used in human medicine. Our preliminary study assessed the suitability of CoaguChek-XS for testing PT in horses and established the PT reference interval (PT RI) in healthy horses using this instrument. Blood samples collected from 102 healthy and ill horses were analyzed with the CoaguChek-XS and compared to a semi-automated coagulometric analyzer (SACA) as the gold standard. There was a significant positive correlation between the 2 measurement methods (r = 0.765, p < 0.01), and very good agreement, with 97% of the samples falling within limits of agreement. The mean CoaguChek-XS PT coefficient of variation was 0.8%, indicating high precision. With high precision and good agreement with the coagulometric PT, the CoaguChek-XS should be further validated for PT measurement in horses. © 2019 The Author(s).","Article","Final","Scopus"
"Resilience evaluation for UAV swarm performing joint reconnaissance mission","2019","Chaos","10.1063/1.5086222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066781709&doi=10.1063%2f1.5086222&partnerID=40&md5=57d84125eb43d6caceea45f34350d0db","The resilience of unmanned aerial vehicle (UAV) swarm is its joint capability to resist possible threat, adapt to disruptive events, and restore its intended performance under a specific time period. The quantitative assessment of the UAV swarm resilience requires a thorough understanding of its missions. In this paper, a mission-oriented framework is proposed to implement the resilience evaluation for the UAV swarm. Guided by the framework, the resilience evaluation for the UAV swarm performing joint reconnaissance mission is studied. A UAV swarm model is developed for joint reconnaissance mission based on complex networks and agent-based models. The following aspects of the UAV swarm are considered in the proposed model, namely, the mission orientation, UAV attributes, swarm topology, UAV cooperative strategy, UAV information exchange and fusion strategy, potential threats, recovery strategies, etc. Then, a novel performance metric is proposed to measure the mission capability of the UAV swarm performing joint reconnaissance mission. Results from the simulations show that, compared with existing studies, the proposed approach can provide more realistic and objective resilience evaluation for the mission-oriented UAV swarm. The above works can be used to support the decision making and the optimal design of the UAV swarm, given different missions. © 2019 Author(s).","Article","Final","Scopus"
"Wireless sensor networks and flexible electronics as innovative solution for smart greenhouse monitoring in long-term space missions","2019","2019 IEEE International Workshop on Metrology for AeroSpace, MetroAeroSpace 2019 - Proceedings","10.1109/MetroAeroSpace.2019.8869613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074441572&doi=10.1109%2fMetroAeroSpace.2019.8869613&partnerID=40&md5=66731ee05c21949e5111208a4f3f68c4","For long-term space missions the possibility to grow vegetables and fruits inside the spacecraft or in specific living modules is pivotal. The use of indoor greenhouse is a realistic solution. However, the remote monitoring of different control functions of greenhouses remains mandatory. Indeed, this can lead to an increment of the sustainability and can increase product yield. However, a full greenhouse automation needs a continuous monitoring of different key parameters such as humidity, temperature, light intensity, CO2 concentration, etc. Low consumption wireless sensors networks represent a valuable ally to successfully define in real time how the climate inside and outside the greenhouse is changing. Among different solutions, we propose a wireless sensor network based on nodes composed by autonomous flexible patches equipped with sensors, signal processing unit, energy module and data transmission interface. In this work, we adopt both commercial and ad hoc devices such as Layered Double Hydroxides sensors to be used at low working temperature. The resulting devices exploit the porosity of disordered nanostructures and the humidity present in the air to activate the adsorption procedure, thus operating at room temperature. With this technology is possible to monitoring CO2, NOX and other gases present in the greenhouse together with humidity, temperature and light intensity. © 2019 IEEE.","Conference paper","Final","Scopus"
"Performance of Low-Cost Air-Data Sensors for Airspeed and Angle of Attack Measurements in a Flapping-Wing Robot","2019","Journal of Aerospace Engineering","10.1061/(ASCE)AS.1943-5525.0000997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062229650&doi=10.1061%2f%28ASCE%29AS.1943-5525.0000997&partnerID=40&md5=68eedbac29d4c7d2c7b5ffe639848c77","Air-data measurements are one of the essential observations for system identification of flapping-wing unmanned aerial vehicles (UAVs). The effects of intensive high-amplitude oscillations of ornithopters on air-data measurements were studied in detail. The movements of an average-sized ornithopter were simulated through a two-degree-of-freedom (2-DOF) mechanism in a wind tunnel, and measurements of an air-data system (pitot and air vane) attached to the mechanism were studied. pitot tests were conducted at different airspeeds and angles of attack (AoAs) using three pitot tubes. The same experimental conditions were created for air-vane measurements. Results revealed that within certain limits, the average measured airspeed was close to the true airspeed values. Two filters were proposed and used for real-time airspeed estimation. Based on the measurements, the oscillation amplitude of the air vane was almost twice that of the real AoA oscillations. However, the mean values of air-vane measurements and real AoAs coincided over one flapping period. For real-time estimation of AoA, which varies very fast with flapping, an estimator based on the least-squares method was implemented. © 2019 American Society of Civil Engineers.","Article","Final","Scopus"
"Real-world robotic competitions for radiological and nuclear inspection tasks","2019","Proceedings of the 2019 20th International Carpathian Control Conference, ICCC 2019","10.1109/CarpathianCC.2019.8765680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069845183&doi=10.1109%2fCarpathianCC.2019.8765680&partnerID=40&md5=7711c6d67cae35cf56549b4ea33719fe","Lessons learned from the Chernobyl and Fukushima disasters and from decommissioning of old nuclear facilities show that robots have certain advantages in this field. However, especially in situations with radiological and nuclear (RN) threats robotic systems have been of very limited practical use so far. This is mainly due to the severe technical difficulties and the lack of testing possibilities for such scenarios. But there is also a limited interest of the scientific community. One possible means to tackle these problems is through robotic trials and competitions. The paper motivates this approach and presents advantages and possible drawbacks. Afterwards, some of the few already established competitions with radiological and nuclear tasks and scenarios are described. For each of these events a detailed insight into the setting and the tasks, the obtained results, and the future way ahead is presented. © 2019 IEEE.","Conference paper","Final","Scopus"
"Secure three-factor authentication protocol for multi-gateway IoT environments","2019","Sensors (Switzerland)","10.3390/s19102358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066862761&doi=10.3390%2fs19102358&partnerID=40&md5=26a27d7b33ae4e7057ad7805815ec584","Internet of Things (IoT) environments such as smart homes, smart factories, and smart buildings have become a part of our lives. The services of IoT environments are provided through wireless networks to legal users. However, the wireless network is an open channel, which is insecure to attacks from adversaries such as replay attacks, impersonation attacks, and invasions of privacy. To provide secure IoT services to users, mutual authentication protocols have attracted much attention as consequential security issues, and numerous protocols have been studied. In 2017, Bae et al. presented a smartcard-based two-factor authentication protocol for multi-gateway IoT environments. However, we point out that Bae et al.’s protocol is vulnerable to user impersonation attacks, gateway spoofing attacks, and session key disclosure, and cannot provide a mutual authentication. In addition, we propose a three-factor mutual authentication protocol for multi-gateway IoT environments to resolve these security weaknesses. Then, we use Burrows–Abadi–Needham (BAN) logic to prove that the proposed protocol achieves secure mutual authentication, and we use the Automated Validation of Internet Security Protocols and Applications (AVISPA) tool to analyze a formal security verification. In conclusion, our proposed protocol is secure and applicable in multi-gateway IoT environments. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","Scopus"
"Editorial of special issue “drones for biodiversity conservation and ecological monitoring”","2019","Drones","10.3390/drones3020047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088012156&doi=10.3390%2fdrones3020047&partnerID=40&md5=c604d0bad5ab878b7dd283b9c5514a01","Unmanned Aerial Vehicles (UAV) have already become an affordable and cost-efficient tool to quickly map a targeted area for many emerging applications in the arena of Ecological Monitoring and Biodiversity Conservation. Managers, owners, companies and scientists are using professional drones equipped with high-resolution visible, multispectral or thermal cameras to assess the state of ecosystems, the effect of disturbances, or the dynamics and changes of biological communities inter alia. It is now a defining time to assess the use of drones for these types of applications over natural areas and protected areas. UAV missions are increasing but most of them are just testing its applicability. It is time now to move to frequent revisiting missions, aiding in the retrieval of important biophysical parameters in ecosystems or mapping species distributions. This Special Issue is aimed at collecting UAV applications contributing to a better understanding of biodiversity and ecosystem status, threats, changes and trends. Submissions were welcomed from purely scientific missions to operational management missions, evidencing the enhancement of knowledge in: Essential biodiversity variables and ecosystem services mapping; ecological integrity parameters mapping; long-term ecological monitoring based on UAVs; mapping of alien species spread and distribution; upscaling ecological variables from drone to satellite images: methods and approaches; rapid risk and disturbance assessment using drones, ecosystem structure and processes assessment by using UAVs, mapping threats, vulnerability and conservation issues of biological communities and species; mapping of phenological and temporal trends and habitat mapping; monitoring and reporting of conservation status. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Editorial","Final","Scopus"
"Minimum Reconfiguration Cost for Drone Swarm Formation via Two-Stage Stochastic Programming","2019","Proceedings - IEEE Symposium on Computers and Communications","10.1109/ISCC47284.2019.8969626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078899596&doi=10.1109%2fISCC47284.2019.8969626&partnerID=40&md5=b268bd2ce30386d1ce82436948d8a937","The drone swarm that performs missions in an autonomous and intelligent overall collaborative manner is an important operational factor in the complex flight space. However, the complex and changing battlefield environment greatly affects the mission execution and survivability of drone swarm. In this paper, we formulated the problem of formation reconfiguration to avoid collision with obstacles with minimum cost in a complex flight space as a two-stage stochastic programming with considering uncertain moving obstacles, where we first calculate the optimal formation parameters of the drone swarm that can avoid certain fixed obstacles with minimum reconfiguration cost in the first-stage. For the uncertain moving obstacles, we calculate the extra cost for avoiding in the second-stage after the distribution of moving obstacles is known, and add this part of the cost to the first-stage to ensure the overall reconfiguration cost is minimized. Moreover, the sample average approximation (SAA) method is exploited to solve this stochastic programming problem. Extensive experimental results from the OMNeT ++ simulation environment indicate both the feasibility and effectiveness of our proposed two-stage stochastic programming approach and the better performs, compared with the existing approach. © 2019 IEEE.","Conference paper","Final","Scopus"
"Energy efficiency: Digital signal processing interactions within smart grid","2019","2019 International Conference on Engineering and Emerging Technologies, ICEET 2019","10.1109/CEET1.2019.8711862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066461203&doi=10.1109%2fCEET1.2019.8711862&partnerID=40&md5=623985fae10ec4cc61af68cedd219a15","Smart Grid (SG) is regarded as complex electrical power system due to massive penetration of Renewable Energy Resources and Distribution Generations. The implementation of adjustable speed drives, advance power electronic devices, and electric arc furnaces are incorporated in SG (the transition from conventional power system). Moreover, SG is an advance, automated, controlled, efficient, digital, and intelligent system that ensures pertinent benefits, such as: (a) consumer empowerment, (b) advanced communication infrastructure, (c) user-friendly system, and (d) supports bi-directional power flow. Digital Signal Processing (DSP) is key tool for SG deployment and provides key solutions to a vast array of complex SG challenges. This research provides a comprehensive study on DSP interactions within SG. The prominent challenges posed by conventional grid, such as: (a) monitoring and control, (b) Electric Vehicles infrastructure, (c) cyber data injection attack, (d) Demand Response management and (e) cyber data injection attack are thoroughly investigated in this research. © 2019 IEEE.","Conference paper","Final","Scopus"
"Autonomous Fire Fighter Robot Based on Image Processing","2019","Proceedings of 2019 IEEE Region 10 Symposium, TENSYMP 2019","10.1109/TENSYMP46218.2019.8971157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079291161&doi=10.1109%2fTENSYMP46218.2019.8971157&partnerID=40&md5=705e781d153b185ce0f1d8f984c27807","This paper presents the design methodology and implementation of a low cost autonomous robot prototype that can detect presence of fire from its surroundings and take necessary measure to extinguish it. Using the mounted camera, this prototype takes continuous video feed of the surroundings which is used for detecting presence of fire in its premises. For detecting fire, an image processing algorithm was developed and it was tested with a database created by authors. After the presence of fire being confirmed at a direction, the robot aligns itself at that direction and moves toward that place. After reaching there a cross check for the presence of fire is done by a pyro sensor and upon receiving positive result, the fire extinguishing procedure begins and continues till the fire is extinguished. The functionality and accuracy of this robot are tested in different locations and accuracy rate is measured in terms of fire detection and heading angle. This robotic system can be very effective as a safeguard robot in both industries and households by detecting fire and extinguishing it before it reaches a threatening amount. © 2019 IEEE.","Conference paper","Final","Scopus"
"Asleep at the automated wheel—Sleepiness and fatigue during highly automated driving","2019","Accident Analysis and Prevention","10.1016/j.aap.2018.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044161321&doi=10.1016%2fj.aap.2018.03.013&partnerID=40&md5=d20e17c87591c6d30922c923b544fd92","Due to the lack of active involvement in the driving situation and due to monotonous driving environments drivers with automation may be prone to become fatigued faster than manual drivers (e.g. Schömig et al., 2015). However, little is known about the progression of fatigue during automated driving and its effects on the ability to take back manual control after a take-over request. In this driving simulator study with Nö=ö60 drivers we used a three factorial 2ö×ö2ö×ö12 mixed design to analyze the progression (12ö×ö5ömin; within subjects) of driver fatigue in drivers with automation compared to manual drivers (between subjects). Driver fatigue was induced as either mainly sleep related or mainly task related fatigue (between subjects). Additionally, we investigated the drivers’ reactions to a take-over request in a critical driving scenario to gain insights into the ability of fatigued drivers to regain manual control and situation awareness after automated driving. Drivers in the automated driving condition exhibited facial indicators of fatigue after 15 to 35ömin of driving. Manual drivers only showed similar indicators of fatigue if they suffered from a lack of sleep and then only after a longer period of driving (approx. 40ömin). Several drivers in the automated condition closed their eyes for extended periods of time. In the driving with automation condition mean automation deactivation times after a take-over request were slower for a certain percentage (about 30%) of the drivers with a lack of sleep (Mö=ö3.2; SDö=ö2.1ös) compared to the reaction times after a long drive (Mö=ö2.4; SDö=ö0.9ös). Drivers with automation also took longer than manual drivers to first glance at the speed display after a take-over request and were more likely to stay behind a braking lead vehicle instead of overtaking it. Drivers are unable to stay alert during extended periods of automated driving without non-driving related tasks. Fatigued drivers could pose a serious hazard in complex take-over situations where situation awareness is required to prepare for threats. Driver fatigue monitoring or controllable distraction through non-driving tasks could be necessary to ensure alertness and availability during highly automated driving. © 2018 Elsevier Ltd","Article","Final","Scopus"
"Development and implementation of maternity dashboard in regional hospital for quality improvement at ground level: A pilot study","2019","Oman Medical Journal","10.5001/omj.2019.38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068754751&doi=10.5001%2fomj.2019.38&partnerID=40&md5=a556f625948501192fdf2e166aae2067","Objectives: We sought to develop and implement a Maternity Dashboard to improve the quality of health care at the ground level. Methods: We conducted a prospective, descriptive cross-sectional study, involving patients with high-risk pregnancies who had been referred to Nizwa Hospital, Oman. The selection of quality indicators was based on the prototype of clinical outcomes from the Royal College of Obstetricians and Gynecologists. The Maternity Dashboard team adapted local parameters and used preselected general parameters, based on clinical observations, to develop the dashboard. Results: The issues posing a threat to Nizwa Hospital in becoming a world-class healthcare facility were: overbooked outpatient department, insufficient staff, and more junior doctors compared to senior doctors and consultants. Additionally, being pioneers, naturally, the dashboard development team faced difficulties while handling adverse situations. More time, guidance, and standardization of quality indicators are desirable. Conclusions: Following the approval for a Maternity Dashboard in Nizwa Hospital, the data compiled in an Excel sheet are transmitted manually every month for display on the dashboard in the delivery suite. It is intended to make data collected and dissemination completely automated in the future with the help of the Al-Shifa Healthcare Information System. Expansion of the idea of a Maternity Dashboard to other hospitals and specialties at the regional and tertiary level of the health care system in Oman and a comparison of the standard of health care provided between hospitals based on similar quality indicators would be the next milestone. © 2019, Oman Medical Specialty Board. All rights reserved.","Article","Final","Scopus"
"Research on time-correlated errors using Allan variance in a Kalman filter applicable to vector-tracking-based GNSS software-defined receiver for autonomous ground vehicle navigation","2019","Remote Sensing","10.3390/rs11091026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065734151&doi=10.3390%2frs11091026&partnerID=40&md5=8cac0b01ab89f7553b59582e6603f5a0","The global navigation satellite system (GNSS) has been applied to many areas, e.g., the autonomous ground vehicle, unmanned aerial vehicle (UAV), precision agriculture, smart city, and the GNSS-reflectometry (GNSS-R), being of considerable significance over the past few decades. Unfortunately, the GNSS signal performance has the high risk of being reduced by the environmental interference. The vector tracking (VT) technique is promising to enhance the robustness in high dynamics as well as improve the sensitivity against the weak environment of the GNSS receiver. However, the time-correlated error coupled in the receiver clock estimations in terms of the VT loop can decrease the accuracy of the navigation solution. There are few works present dealing with this issue. In this work, the Allan variance is accordingly exploited to specify a model which is expected to account for this type of error based on the 1st-order Gauss-Markov (GM) process. Then, it is used for proposing an enhanced Kalman filter (KF) by which this error can be suppressed. Furthermore, the proposed system model makes use of the innovation sequence so that the process covariance matrix can be adaptively adjusted and updated. The field tests demonstrate the performance of the proposed adaptive vector-tracking time-correlated error suppressed Kalman filter (A-VTTCES-KF). When compared with the results produced by the ordinary adaptive KF algorithm in terms of the VT loop, the real-time kinematic (RTK) positioning and code-based differential global positioning system (DGPS) positioning accuracies have been improved by 14.17% and 9.73%, respectively. On the other hand, the RTK positioning performance has been increased by maximum 21.40% when compared with the results obtained from the commercial low-cost U-Blox receiver. © 2019 by the authors.","Article","Final","Scopus"
"Magnetic Resonance Imaging of Cerebral Small Vessel Disease in Men Living with HIV and HIV-Negative Men Aged 50 and above","2019","AIDS Research and Human Retroviruses","10.1089/aid.2018.0249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065206408&doi=10.1089%2faid.2018.0249&partnerID=40&md5=980f0c589d47e93c87a51badc1e1aacd","We assessed whether HIV status was associated with white matter hyperintensities (WMH), a neuroimaging correlate of cerebral small vessel disease (CSVD), in men aged ≥50 years. A cross-sectional substudy was nested within a larger cohort study. Virologically suppressed men living with HIV (MLWH) and demographically matched HIV-negative men aged ≥50 underwent magnetic resonance imaging (MRI) at 3 Tesla. Sequences included volumetric three-dimensional (3D) T1-weighted, fluid-attenuated inversion recovery and pseudocontinuous arterial spin labeling. Regional segmentation by automated image processing algorithms was used to extract WMH volume (WMHV) and resting cerebral blood flow (CBF). The association between HIV status and WMHV as a proportion of intracranial volume (ICV; log-transformed) was estimated using a multivariable linear regression model. Thirty-eight MLWH [median age 59 years (interquartile range, IQR 55-64)] and 37 HIV-negative [median 58 years (54-63)] men were analyzed. MLWH had median CD4+ count 570 (470-700) cells/μL and a median time since diagnosis of 20 (14-24) years. Framingham 10-year risk of cardiovascular disease was 6.5% in MLWH and 7.4% in controls. Two (5%) MLWH reported a history of stroke or transient ischemic attack and five (13%) reported coronary heart disease compared with none of the controls. The total WMHV in MLWH was 1,696 μL (IQR 1,229-3,268 μL) or 0.10% of ICV compared with 1,627 μL (IQR 1,032-3,077 μL), also 0.10% of ICV in the HIV-negative group (p = .43). In the multivariable model, WMHV/ICV was not associated with HIV status (p = .86). There was an age-dependent decline in cortical CBF [-3.9 mL/100 mL/min per decade of life (95% confidence interval 1.1-6.7 mL)] but no association between CBF and HIV status (p > .2 in all brain regions analyzed). In conclusion, we found no quantitative MRI evidence of an increased burden of CSVD in MLWH aged 50 years and older. © 2019, Mary Ann Liebert, Inc., publishers.","Article","Final","Scopus"
"Deployable Sensor for Trace Identification of Hazardous Chemicals in Dirty Environment, Based on FAST Gas-chromatography and Quartz Enhanced Photoacoustic Spectroscopy","2019","Progress in Electromagnetics Research Symposium","10.1109/PIERS-Spring46901.2019.9017698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082006724&doi=10.1109%2fPIERS-Spring46901.2019.9017698&partnerID=40&md5=9342d10545c4bc87f67bfbbd673eb886","This paper reports on a portable C sensor of trace sensitivity and yet resilient to saturation and poisoning, suitable for field use onboard unmanned ground vehicles. The sensor is based on a FAST Gas Chromatographic module (FAST-GC) and a Quartz Enhanced Photo Acoustic Spectroscopy (QEPAS) module, and can detect and identify threats rapidly and reliably even when challenged by higher concentrations of common interferents like gasoline and paint fumes. © 2019 IEEE.","Conference paper","Final","Scopus"
"A Survey on Cyber Security of Unmanned Aerial Vehicles; [无人机信息安全研究综述]","2019","Jisuanji Xuebao/Chinese Journal of Computers","10.11897/SP.J.1016.2019.01076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069824878&doi=10.11897%2fSP.J.1016.2019.01076&partnerID=40&md5=0dc4078bdfa9eed8ff4de83fc89fff4e","With the rapid advancements of technology and the decreasing of the manufacturing cost, unmanned aerial vehicles (UAVs), also commonly known as drones, are spreading from military areas to industrial production and people's daily lives, during the past few decades. Nowadays, UAVs are now more easily accessible to the public and thus numerous new applications in civilian and commercial domains have emerged, with typical examples including film shooting, agricultural inspection, electrical inspection, personal photography, weather monitoring, forest fire detection, traffic control, cargo transport, emergency search and rescue. However, while a UAV gives people all kinds of conveniences, the cyber security problem of the UAV is gradually exposed. That is, cyber security is critically important for the success of the UAVs. In this article, we first give a state-of-the-art overview of UAV development, introduces the composition structure and various applications of the UAVs, and discuss the cyber security threats faced by the UAVs from the aspects of confidentiality, integrity and availability. In particular, this paper presents the cyber security threats, existing security protection measures, and the current research progress at home and abroad on the UAVs from the four aspects (i.e., sensor node, communication link, software and network) in details. Here we consider the sensor security of the UAVs as an example. Firstly, multiple sensor devices such as gyroscopes, accelerometers, magnetometers and barometers are often used in the design of the UAVs in order to achieve various functions. The erroneous data collected by a sensor node may make the UAV to make a wrong decision, which affects the flight safety of the UAV and even lead to its crash. The traditional sensor security research generally focuses on the security of data transmission in the sensor networks, but often ignores the security threat analysis and protection of the sensor node itself. In addition, due to technical or cost constraints, commercial sensors in a UAV are usually unable to distinguish normal and abnormal information. We have summarized and analyzed the current situation of the research on the sensors used in the UAVs. At present, there are two kinds of cyber security attacks for the UAVs, which are ultrasonic jamming on gyroscope and GPS deception. we have developed a low-cost record-and-replay system based on a software defined radio device. Also, this article reports the experimental results of some cyber security attacks and defense mechanisms on the UAVs. Especially, global positioning system (GPS) spoofing attack and defense on the UAVs are described in details. Moreover, our proposed UAV control system and its experimental results are described. This system does not need any physical contact or other electronic intrusion of the UAV system, and this method is applicable to most of the UAV models based on satellite navigation signal for navigation. The system can avoid the weaknesses of other UAV control methods such as resulting in UAV falling out of control and causing secondary disasters. Finally, the future research directions of the UAV security and management are discussed. Work in this direction is still in its early stages, and thus we hope this paper will stimulate further interest from researchers and engineers. © 2019, Science Press. All right reserved.","Review","Final","Scopus"
"TrackerBots: Autonomous unmanned aerial vehicle for real-time localization and tracking of multiple radio-tagged animals","2019","Journal of Field Robotics","10.1002/rob.21857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059530628&doi=10.1002%2frob.21857&partnerID=40&md5=770a7cc1da3d43bf88d0d00ad355f829","Autonomous aerial robots provide new possibilities to study the habitats and behaviors of endangered species through the efficient gathering of location information at temporal and spatial granularities not possible with traditional manual survey methods. We present a novel autonomous aerial vehicle system—TrackerBots—to track and localize multiple radio-tagged animals. The simplicity of measuring the received signal strength indicator (RSSI) values of very high frequency (VHF) radio-collars commonly used in the field is exploited to realize a low-cost and lightweight tracking platform suitable for integration with unmanned aerial vehicles (UAVs). Due to uncertainty and the nonlinearity of the system based on RSSI measurements, our tracking and planning approaches integrate a particle filter for tracking and localizing and a partially observable Markov decision process for dynamic path planning. This approach allows autonomous navigation of a UAV in a direction of maximum information gain to locate multiple mobile animals and reduce exploration time and, consequently, conserve on-board battery power. We also employ the concept of search termination criteria to maximize the number of located animals within power constraints of the aerial system. We validated our real-time and online approach through both extensive simulations and field experiments with five VHF radio-tags on a grassland plain. © 2019 Wiley Periodicals, Inc.","Article","Final","Scopus"
"Implementation of a web based weather monitoring station and data storage system","2019","International Journal of Advanced Trends in Computer Science and Engineering","10.30534/ijatcse/2019/29832019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068769963&doi=10.30534%2fijatcse%2f2019%2f29832019&partnerID=40&md5=41fa577f0112e754531fb3c08258a91f","Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA), being the country’s weather bureau, is the one presently monitoring weather conditions. PAGASA has many observation sites and one is the Science Garden which is located in Agham Road, Quezon City. The present system in the Science Garden requires an observer to go to the instrument shelter to take readings and then translate it to weather parameters. Due to the different environmental conditions, readings could be affected as it is taken manually. Safety concerns also pose a threat as observers are required to take readings in the open field. An AWS was made to address such problems as it is automated. Being automated, the weather parameters are sent automatically to the observers PC via SMS. This ensures that during harsh weather conditions, the safety and well-being of the observers are taken care of. Given that technology will drive towards AWS in the future, our system could be considered as an extra node that can be deployed to any part of the country. The hardware and software components of this study include a GSM module, Sensor modules and software such as Apache Web server, MySQL Database and PHP Scripts. © 2019, World Academy of Research in Science and Engineering. All rights reserved.","Article","Final","Scopus"
"Network Design for Accurate Vehicle Localization","2019","IEEE Transactions on Vehicular Technology","10.1109/TVT.2019.2906485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066601564&doi=10.1109%2fTVT.2019.2906485&partnerID=40&md5=c567cfc36e3e1f00a772c35d4e632f4c","Network-based localization plays a key role on the introduction of emerging road applications, such as connected autonomous driving. These applications demand unprecedented precise, reliable and secure positioning, with localization requirements below 1 m. This stringent demand is pushing for the use of road-side units (RSUs) from fifth generation and vehicular networks for accurate vehicle localization. However, these networks are not typically designed for positioning but for data communication purposes, which follow a different paradigm for the network deployment and operation. This paper provides design guidelines on dedicated network deployments with the aim of achieving accurate vehicle-to-infrastructure positioning in road scenarios. First, the network layout or site placement is assessed with a geometrical metric. Then, the minimum density of RSUs along the road is bounded with line-of-sight probability models for urban street and highway scenarios. Finally, the Cramér-Rao bound for joint time-of-arrival (ToA) and angle-of-arrival (AoA) localization is used to maximize the distance between RSUs along the road, by exploiting multi-antenna deployments. According to the simulation results, the network sites are recommended to be located at alternate sides of the road, with a maximum distance between RSUs of 40 and 230 m for urban and rural environments, respectively. Following these design guidelines, there is also the need to exploit antenna arrays to combine uplink ToA and AoA estimates, in order to ensure a vehicle location accuracy below one meter on the 95% of the cases. The use of eight antenna elements at the RSUs is found to reduce nearly one and a half times the minimum network density in highway localization deployments. © 1967-2012 IEEE.","Article","Final","Scopus"
"Path following control of underground mining articulated vehicle based on the preview control method; [基于预瞄距离的地下矿用铰接车路径跟踪预测控制]","2019","Gongcheng Kexue Xuebao/Chinese Journal of Engineering","10.13374/j.issn2095-9389.2019.05.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069808208&doi=10.13374%2fj.issn2095-9389.2019.05.013&partnerID=40&md5=c76472e50d5f883f9c6800340dc5e1d1","Due to the narrow roadway and poor working environment, underground mines pose a threat to the safety of vehicle drivers. The realization of automatic driving of underground mine vehicles can improve mining automation and intelligence and ensure safety of workers, and it can significantly increase mining and exploitation efficiency. Automatic driving of underground mining vehicles requires the technologies of location, communication, navigation, and path following control. Automatic driving of mining vehicles is the ultimate approach of autonomous navigation and auto driving, while path following control system is one of the core technologies of the autopilot system. The path following control system is a multi-variable, multi-constraint system. There are optimization problems under multiple constraints as well as challenges such as actuator saturation during the control process. To solve the above problems, a model predictive control method was introduced in this paper. By considering the relationship between the position and situation of the vehicle, the objective function of the predictive control was optimized by minimizing the lateral deviation of the following path and the heading angle deviation of the vehicle. Therefore, the optimal controls of vehicle speed and articulation angle were obtained, and the problem of multi-variable and multi-constraint system was solved. For the tracking overshoot problem caused by the inability of determining sudden changes of road curvature in the model predictive control strategy, a control method based on preview distance was proposed; thus, the vehicle path following control accuracy and stability was improved through the advance judgment of road mutation information. Matlab/Adams simulation software was used to perform a comparison simulation test. The results show that the model predictive following controller is capable of solving the control problem in multi-variable, multi-constrained system and effectively prevent the actuator saturation. Moreover, the model predictive following control strategy based on the preview distance keeps the horizontal deviation of the vehicle within ±0.04 m and the heading angle deviation within ±1.8°. Compared with the controller before improvement, the lateral position deviation is reduced by 80.9%, and the heading angle deviation is reduced by 59.1%; this proves that the improved controller has better lateral stability and accuracy. © All right reserved.","Article","Final","Scopus"
