"Title","Year","Source title","DOI","Link","Abstract","Document Type","Publication Stage","Source"
"Student design projects set in the space environment","2017","Proceedings of the 19th International Conference on Engineering and Product Design Education: Building Community: Design Education for a Sustainable Future, E and PDE 2017","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042126902&partnerID=40&md5=7349e89d8d9a4b424f9c37adb56eccc3","In the coming decades, the rapidly growing interest in space exploration and exploitation will require designers who have some understanding of the challenges to be faced in the space environment. Student projects intended to give some of that understanding need to be based on information available from the 60 years since Sputnik 1 went into orbit. This paper extracts some of the underlying factors which influence designing for space from launch to low orbit, travel in deep space and coping with asteroid, moon and planetary environments. From autonomous probes to the complications of human crew and even extra-terrestrial colonization could all be part of the career path for designers now on higher education courses. This paper is intended to give an introduction to the challenges which could form part of design teaching or a foundation for literature research. Some differences from the normal Earth environment are quite subtle, but can have profound effects on design thinking. Students introduced to these factors usually rise enthusiastically to the challenge influencing their approach to other unrelated design activities.","Conference paper","Final","Scopus"
"Field-deployable, quantitative, rapid identification of active Ebola virus infection in unprocessed blood","2017","Chemical Science","10.1039/c7sc03281a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032215477&doi=10.1039%2fc7sc03281a&partnerID=40&md5=b80ddb0e9ebb0bd6ce9aaac10860e294","The West African Ebola virus outbreak underlined the importance of delivering mass diagnostic capability outside the clinical or primary care setting in effectively containing public health emergencies caused by infectious disease. Yet, to date, there is no solution for reliably deploying at the point of need the gold standard diagnostic method, real time quantitative reverse transcription polymerase chain reaction (RT-qPCR), in a laboratory infrastructure-free manner. In this proof of principle work, we demonstrate direct performance of RT-qPCR on fresh blood using far-red fluorophores to resolve fluorogenic signal inhibition and controlled, rapid freeze/thawing to achieve viral genome extraction in a single reaction chamber assay. The resulting process is entirely free of manual or automated sample pre-processing, requires no microfluidics or magnetic/mechanical sample handling and thus utilizes low cost consumables. This enables a fast, laboratory infrastructure-free, minimal risk and simple standard operating procedure suited to frontline, field use. Developing this novel approach on recombinant bacteriophage and recombinant human immunodeficiency virus (HIV; Lentivirus), we demonstrate clinical utility in symptomatic EBOV patient screening using live, infectious Filoviruses and surrogate patient samples. Moreover, we evidence assay co-linearity independent of viral particle structure that may enable viral load quantification through pre-calibration, with no loss of specificity across an 8log-linear maximum dynamic range. The resulting quantitative rapid identification (QuRapID) molecular diagnostic platform, openly accessible for assay development, meets the requirements of resource-limited countries and provides a fast response solution for mass public health screening against emerging biosecurity threats. © 2017 The Royal Society of Chemistry.","Article","Final","Scopus"
"Automated patch-clamp methods for the hERG cardiac potassium channel","2017","Methods in Molecular Biology","10.1007/978-1-4939-7172-5_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029521324&doi=10.1007%2f978-1-4939-7172-5_10&partnerID=40&md5=461f9b678885be6fab5965e96e7938a4","The human Ether-a-go-go Related Gene (hERG) product has been identified as a central ion channel underlying both familial forms of elongated QT interval on the electrocardiogram and drug-induced elongation of the same QT segment. Indeed, reduced function of this potassium channel involved in the repolarization of the cardiac action potential can produce a type of life-threatening cardiac ventricular arrhythmias called Torsades de Pointes (TdP). Therefore, hERG inhibitory activity of newly synthetized molecules is a relevant structure-activity metric for compound prioritization and optimization in medicinal chemistry phases of drug discovery. Electrophysiology remains the gold standard for the functional assessment of ion channel pharmacology. The recent years have witnessed automatization and parallelization of the manual patch-clamp technique, allowing higher throughput screening on recombinant hERG channels. However, the multi-well plate format of automatized patch-clamp does not allow visual detection of potential micro-precipitation of poorly soluble compounds. In this chapter we describe bench procedures for the culture and preparation of hERG-expressing CHO cells for recording on an automated patch-clamp workstation. We also show that the sensitivity of the assay can be improved by adding a surfactant to the extracellular medium. © 2017, Springer Science+Business Media LLC.","Book chapter","Final","Scopus"
"UAV path planning in the framework of milp-tropical optimization","2017","ASME 2017 Dynamic Systems and Control Conference, DSCC 2017","10.1115/DSCC2017-5231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036622149&doi=10.1115%2fDSCC2017-5231&partnerID=40&md5=0be7f6378ca5433ba47b20f37f74ca52","This paper proposes a fast method for obtaining mathematically optimal trajectories for UAVs while avoiding collisions. A comparison of the proposed method with previously used Mixed Integer Linear Programming (MILP) to find the optimal collision-free path UAVs, aircraft, and spacecraft show the e-ectiveness and performance of this method. Here, the UAV path planning problem is formulated in the new framework named MILP-Tropical optimization that exploits tropical mathematics for obtaining solution and then casted in a novel branch-andbound method. Various constraints including UAV dynamics are incorporated in the proposed Tropical framework and a solution methodology is presented. An extensive numerical study shows that the proposed method provides faster solution. The proposed technique can be extended to distributed control for multiple vehicles and multiple way-points. Copyright © 2017 ASME.","Conference paper","Final","Scopus"
"Video change detection for fixed wing UAVs","2017","Proceedings of SPIE - The International Society for Optical Engineering","10.1117/12.2278094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037813151&doi=10.1117%2f12.2278094&partnerID=40&md5=9c8a3ab8d0bc0c12edca769b0c9b71ee","In this paper we proceed the work of Bartelsen et al.1 We present the draft of a process chain for an image based change detection which is designed for videos acquired by fixed wing unmanned aerial vehicles (UAVs). From our point of view, automatic video change detection for aerial images can be useful to recognize functional activities which are typically caused by the deployment of improvised explosive devices (IEDs), e.g. excavations, skid marks, footprints, left-behind tooling equipment, and marker stones. Furthermore, in case of natural disasters, like flooding, imminent danger can be recognized quickly. Due to the necessary flight range, we concentrate on fixed wing UAVs. Automatic change detection can be reduced to a comparatively simple photogrammetric problem when the perspective change between the ""before"" and ""after"" image sets is kept as small as possible. Therefore, the aerial image acquisition demands a mission planning with a clear purpose including flight path and sensor configuration. While the latter can be enabled simply by a fixed and meaningful adjustment of the camera, ensuring a small perspective change for ""before"" and ""after"" videos acquired by fixed wing UAVs is a challenging problem. Concerning this matter, we have performed tests with an advanced commercial off the shelf (COTS) system which comprises a differential GPS and autopilot system estimating the repetition accuracy of its trajectory. Although several similar approaches have been presented,23 as far as we are able to judge, the limits for this important issue are not estimated so far. Furthermore, we design a process chain to enable the practical utilization of video change detection. It consists of a front-end of a database to handle large amounts of video data, an image processing and change detection implementation, and the visualization of the results. We apply our process chain on the real video data acquired by the advanced COTS fixed wing UAV and synthetic data. For the image processing and change detection, we use the approach of Müller.4 Although it was developed for unmanned ground vehicles (UGVs), it enables a near real time video change detection for aerial videos. Concluding, we discuss the demands on sensor systems in the matter of change detection. © 2017 SPIE.","Conference paper","Final","Scopus"
"Illusion and dazzle: Adversarial optical channel exploits against lidars for automotive applications","2017","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-66787-4_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030868460&doi=10.1007%2f978-3-319-66787-4_22&partnerID=40&md5=619ea73fc36b9f623bf9653fe2a616a2","With the advancement in computing, sensing, and vehicle electronics, autonomous vehicles are being realized. For autonomous driving, environment perception sensors such as radars, lidars, and vision sensors play core roles as the eyes of a vehicle; therefore, their reliability cannot be compromised. In this work, we present a spoofing by relaying attack, which can not only induce illusions in the lidar output but can also cause the illusions to appear closer than the location of a spoofing device. In a recent work, the former attack is shown to be effective, but the latter one was never shown. Additionally, we present a novel saturation attack against lidars, which can completely incapacitate a lidar from sensing a certain direction. The effectiveness of both the approaches is experimentally verified against Velodyne’s VLP-16. © International Association for Cryptologic Research 2017.","Conference paper","Final","Scopus"
"Automatic Reverse Engineering of Private Flight Control Protocols of UAVs","2017","Security and Communication Networks","10.1155/2017/1308045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042720068&doi=10.1155%2f2017%2f1308045&partnerID=40&md5=5c8c96dc0ab41f90271d55d5ab257271","The increasing use of civil unmanned aerial vehicles (UAVs) has the potential to threaten public safety and privacy. Therefore, airspace administrators urgently need an effective method to regulate UAVs. Understanding the meaning and format of UAV flight control commands by automatic protocol reverse-engineering techniques is highly beneficial to UAV regulation. To improve our understanding of the meaning and format of UAV flight control commands, this paper proposes a method to automatically analyze the private flight control protocols of UAVs. First, we classify flight control commands collected from a binary network trace into clusters; then, we analyze the meaning of flight control commands by the accumulated error of each cluster; next, we extract the binary format of commands and infer field semantics in these commands; and finally, we infer the location of the check field in command and the generator polynomial matrix. The proposed approach is validated via experiments on a widely used consumer UAV. © 2017 Ran Ji et al.","Article","Final","Scopus"
"Semantic resource management of federated IoT testbeds","2017","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-67910-5_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030184869&doi=10.1007%2f978-3-319-67910-5_3&partnerID=40&md5=a06848f67ef1e53d3e519650efe02e6a","Testbeds and experimental network facilities accelerate the expansion of disruptive Internet services and support their evolution. The integration of IoT technologies in the context of Unmanned Vehicles (UxVs) and their deployment in federated, real–world testbeds introduce various challenging research issues. This paper presents the Semantic Aggregate Manager (SAM) that exploits semantic technologies for modeling and managing resources of federated IoT Testbeds. SAM introduces new semantics–based features tailored to the needs of IoT enabled UxVs, but on the same time allows the compatibility with existing legacy, “de facto” standardised protocols, currently utilized by multiple federated testbed management systems. The proposed framework is currently being deployed in order to be evaluated in real–world testbeds across several sites in Europe. © Springer International Publishing AG 2017.","Conference paper","Final","Scopus"
"Operator suspicion and decision responses to cyber-attacks on unmanned ground vehicle systems","2017","Proceedings of the Human Factors and Ergonomics Society","10.1177/1541931213601540","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042489797&doi=10.1177%2f1541931213601540&partnerID=40&md5=b4ad07d41fbe41760e98fdd8fd149ec9","Cyber-attacks against cyber-physical systems (CPS), such as unmanned vehicles, are emergent threats with potentially catastrophic impacts, and this issue has drawn considerable interest by military agencies. Abundant body of research has attempted to address the physical security aspects of CPS; however, research addressing the human dimensions of cyber-attack detection and responses from an operator and operational perspective is sparse. This research has provided a novel probe into the human factors affecting operator resilience in responding to cyber-attacks, which are situations characterized by uncertainty and malicious intent. The variability of individual operators makes it improbable to grasp the full range of factors contributing to operator performance; however, the application of Suspicion Theory as proposed by Bobko et al. (2013), provides a starting point to aid in understanding operator performance in situations involving malicious intent (e.g. a cyber-attack). According to the theory, malicious intent is a critical component of operator suspicion, which is a key factor in operator response to cyber-attacks. The current research explored this human dimension through scenario-based, human-in-the-loop simulation experiments with Air Force personnel. It included both abstract and empirical assessments of the application of Suspicion Theory to operator detection and responses to cyber-attacks against an unmanned vehicle system, and it took a systems-oriented approach to the problem by considering the interaction of a Human-Machine Team (HMT) in the response. The HMT here refers to an operator and a Sentinel, which is an automated cyber-attack detection aid. The study evaluated the effects of suspicion, as well as the effects of perceived consequence, on the operator, and the resulting HMT quality of performance in responding to alerts, including both false alarms and properly detected cyber-attack scenarios. The findings show that Sentinel alerts alone do not create operator suspicion. Instead, alerts can serve as a catalyst for a wider information search by the operator, which, on a situational basis can lead to formation of increased operator suspicion. The analysis of experimental results pointed to a negative correlation between operator suspicion and performance score that measured the quality of a response to the given scenario. In addition, a strong correlation between HMT performance score and task response time was noted. Copyright 2017 by Human Factors and Ergonomics Society.","Conference paper","Final","Scopus"
"Market-based distributed task assignment of multiple unmanned aerial vehicles for cooperative timing mission","2017","Journal of Aircraft","10.2514/1.C032984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036642389&doi=10.2514%2f1.C032984&partnerID=40&md5=6af27398865f0bd29aeee67adcdbdbda","This paper introduces a new market-based distributed algorithm to solve a task assignment problem arising in missions using multiple unmanned aerial vehicles with timing coordination. The proposed algorithm is composed of four phases analogous to the activities of participants in a market. Analyses on the convergence and scalability of the proposed algorithm indicate that the algorithm has a polynomial-Time complexity, which is verified through numerical experiments as well. The proposed algorithm is applied for a suppression of enemy air defenses mission with pop-up threats and loss of unmanned aerial vehicles. Numerical simulations demonstrate that the proposed algorithm operates in a robust way under a dynamic environment and can be potentially considered for actual cooperative timing missions for unmanned aerial vehicles.","Conference paper","Final","Scopus"
"CBRN remote sensing using unmanned aerial vehicles: Challenges addressed in the scope of the GammaEx project regarding hazardous materials and environments","2017","Risk Analysis and Management - Trends, Challenges and Emerging Issues - Proceedings of the 6th International Conference on Risk Analysis and Crisis Response, RACR 2017","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034820905&partnerID=40&md5=a456dca1f6663c1d9adca1a144c76663","In this paper, the GammaEX project, which focuses on the use of Unmanned Aerial Systems (UASs) as a response to Chemical, Biological, Radiological, and Nuclear (CBRN) threats or incidents, is presented. The GammaEX project is a product of a collaborated effort between various entities, and its motivation is based on the creation of a CBRN threat emergency response system that uses unmanned systems in order to minimize the risk of endangering human lives. In order to meet the requirements to operate in hazardous CBRN environments, a Remotely Piloted Aircraft System (RPAS) was created, according to the ATEX (ATmosphères EXplosibles) legal and standard framework directives for the certification of electric equipment for use in potentially explosive atmospheres and its application to UAS, the ATEX certification being one of the primary goals of the GammaEX project. The development of the project involved studies to determine and customize the appropriate sensors to detect CBRN agents (built in the RPAS), the construction of RPAS prototypes, the creation of navigation and communications modules, and the creation of validation scenarios based on real life CBRN incidents. The final product of the GammaEx project aims to be a tested and functional system, with the capability of being deployed in hazardous areas by specialized teams of the Navy, Army, or any other entity, in order to detect, identify, and pin-point through GPS (Global Positioning System) coordinates, radiation sources and chemical agents, as well as trapped victims, with minimal risk of endangering the human operators’ lives. © 2017 Taylor & Francis Group, London.","Conference paper","Final","Scopus"
"Analyzing and modeling drivers' deceleration behavior from normal driving","2017","Transportation Research Record","10.3141/2663-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033776222&doi=10.3141%2f2663-17&partnerID=40&md5=ddeba01a11b1f0165a7ae19009fb6435","Most research in vehicle automation has mainly focused on the safety aspect with only limited studies focusing on occupants' discomfort. To facilitate their rapid uptake and penetration, autonomous vehicles (AVs) should ensure that occupants are both safe and comfortable. Recent research, however, revealed that people felt uncomfortable when AVs braked. This may be caused by the robotlike braking performance. Existing studies on drivers' braking behavior investigated data from either controlled experiments or driving simulators. There is a dearth of research on braking behavior in normal driving. The objective of the study was to examine drivers' braking behaviors by exploiting naturalistic driving data from the Pan-European TeleFOT project (Field Operational Tests of Aftermarket and Nomadic Devices in Vehicles). On a fixed route of 16.5 km, 16 drivers were asked to drive an instrumented vehicle. About 11 million observations were analyzed to identify the profile, value, and duration of deceleration events. Since deceleration events are nested within trips and trips within drivers, multilevel mixed-effects linear models were employed to develop relationships between deceleration value and duration and the factors influencing them. Results indicate that the most-used profile of the deceleration behavior follows a hard braking at the beginning when detecting a danger and then becomes smoother. Furthermore, the results suggest that the speed, reason for braking, and deceleration profile mostly affect the deceleration events. Findings from this study should be considered in examining the braking behavior of AVs.","Article","Final","Scopus"
"Long-range speckle imaging theory, simulation, and brassboard results","2017","Proceedings of SPIE - The International Society for Optical Engineering","10.1117/12.2276429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038001849&doi=10.1117%2f12.2276429&partnerID=40&md5=884b77dd18372757d4032e5b1107994d","In the SPIE 2016 Unconventional Imaging session, the authors laid out a breakthrough new theory for active array imaging that exploits the speckle return to generate a high-resolution picture of the target. Since then, we have pursued that theory even in long-range (<1000-km) engagement scenarios and shown how we can obtain that high-resolution image of the target using only a few illuminators, or by using many illuminators. There is a trade of illuminators versus receivers, but many combinations provide the same synthetic aperture resolution. We will discuss that trade, along with the corresponding radiometric and speckle-imaging Signal-to-Noise Ratios (SNR) for geometries that can fit on relatively small aircraft, such as an Unmanned Aerial Vehicle (UAV). Furthermore, we have simulated the performance of the technique, and we have created a laboratory version of the approach that is able to obtain high-resolution speckle imagery. The principal results presented in this paper are the Signal to Noise Ratios (SNR) for both the radiometric and the speckle imaging portions of the problem, and the simulated results obtained for representative arrays. © 2017 SPIE.","Conference paper","Final","Scopus"
"Mission-based Architecture for Swarm Composability (MASC)","2017","Procedia Computer Science","10.1016/j.procs.2017.09.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040003820&doi=10.1016%2fj.procs.2017.09.005&partnerID=40&md5=110e29369fb08bb78a4e130cc79b146f","Unmanned aerial vehicle (UAV) swarm design and mission application is a burgeoning area of research. The applications of swarm technology to unmanned systems are in the infancy of realization, although clear benefits from the enhanced capabilities can be easily envisioned for commercial and government missions including persistent search, long-term monitoring, sensor data collection, object retrieval, and offensive attack missions. Designing a UAV swarm architecture without considering the mission doctrine is imprudent, as is developing a mission doctrine without understanding the unique capabilities of swarm technology. This paper provides a literature review of current UAV swarm design architectures, most of which employ bottom-up methods with little consideration for an intended operational mission. The proposed top-down framework and modeling approach is focused on developing a modular UAV swarm playbook-type architecture by decomposing a subset of US Navy missions, and developing tactics that can be applied to those missions and support future missions. The framework proposed herein is derived from a consolidation of heuristics from the model-based systems engineering, robotics, human systems integration, biology, and computer science disciplines. The goal of this framework is to provide a standard methodology for designing and operating swarm unmanned systems that will meet the performance requirements for military missions. In this paper, an integrated framework for designing a UAV swarm system with swarm mission doctrine as a primary design factor is presented.","Conference paper","Final","Scopus"
"International Workshop on Bio-Imaging and Visualization for Patient-Customized Simulations, BIVPCS 2017 and International Workshop on Point-of-Care Ultrasound: Algorithms, Hardware, and Applications, POCUS 2017 held in Conjunction with 20th International Conference on Medical Image Computing and Computer Assisted Intervention, MICCAI 2017","2017","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029798983&partnerID=40&md5=b1c886c5f77d05307bb649f0c35f2e19","The proceedings contain 19 papers. The special focus in this conference is on Bio-Imaging and Visualization for Patient-Customized Simulations. The topics include: Cortical envelope modeling for interactive patient-customized curvilinear reformatting in the native space; simulation of patient-specific deformable ultrasound imaging in real time; a 3D ultrasound informed model of the human gastrocnemius muscle; automatic liver lesion segmentation in CT combining fully convolutional networks and non-negative matrix factorization; constructing detailed subject-specific models of the human masseter; rapid prediction of personalised muscle mechanics: integration with diffusion tensor imaging; approaches to brain tissue quantification with comparison on supporting the detection of age-related dementia in MRI; relating atrial appendage flow stasis risk from computational fluid dynamics to imaging based appearance paradigms for cardioembolic risk; combining automated image analysis with obstetric sweeps for prenatal ultrasound imaging in developing countries; achieving fluid detection by exploiting shadow detection methods; a probe-camera system for 3D ultrasound image reconstruction; overall proficiency assessment in point-of-care ultrasound interventions and a novel ultrasound imaging method for 2D temperature monitoring of thermal ablation.","Conference review","Final","Scopus"
"Automated defect size determination for gear tooth root bending strength simulation","2017","WIT Transactions on Engineering Sciences","10.2495/MC170091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039068887&doi=10.2495%2fMC170091&partnerID=40&md5=87b6f22f7014c1cd897851a66d557a15","Gear transmissions are central parts in mechanical drive trains, and therefore are present in many fields of mechanical engineering. Continuously increasing requirements in gear technology regarding high power density, low noise, weight and costs as well as small gearbox size, lead to growing demand of optimized gear designs. The calculation of load carrying capacity for the tooth root delivers an easy to apply methodology, but does not fully exploit the potential of creating extremely lightweight, yet strong enough gears. Therefore, methods are needed that enable exact predictions of load carrying capacity based on local strain and material properties. FE-based methods are capable of evaluating local stresses in the tooth root accurately. In combination with local material strength models such as the Inclusion-Based Weakest Link Model, accurate lifetime predictions of gears can be made. In this paper, a combinational approach of the FE-based tooth contact analysis, together with the Inclusion-Based Weakest Link Model, is presented. A helical gear set will be investigated based on gear geometry and measured material properties such as Vickers hardness, residual stresses and material defects. A new approach to determine the material defects via automated microsection analysis is presented. To determine the defect size inside of the gear material, breakage surfaces were analyzed and then statistically evaluated in past research activities at the Laboratory for Machine Tools and Production Engineering in Aachen. This method is time consuming, and necessitates the generation of gear breakages in tests before the actual simulation. The presented method allows for defect size determination by optical analysis of non-etched microsections of the gear material, and therefore an a-priori assessment of gear durability before actual tests have been conducted. To validate this method, practical load carrying capacity tests of the investigated gears are presented and compared to the simulation results. © 2017 WIT Press.","Conference paper","Final","Scopus"
"Modeling of information influence on remote wireless network devices","2017","Automatic Control and Computer Sciences","10.3103/S0146411617080223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042694655&doi=10.3103%2fS0146411617080223&partnerID=40&md5=6e250f0e8b60be949b6e52267fd421a4","A wireless network being affected by a broadcast storm attack has been considered to determine the availability of autonomous nodes and its ability to perform functional tasks under information influence. The conditions for the hacker attacks from a potential intruder have been determined. A wireless device availability analysis has been carried out. A model for determining the technical characteristics of the wireless self-organizing network device has been proposed. © 2017, Allerton Press, Inc.","Article","Final","Scopus"
"Byelab : An agricultural mobile robot prototype for proximal sensing and precision farming","2017","ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)","10.1115/IMECE201771216","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040967673&doi=10.1115%2fIMECE201771216&partnerID=40&md5=c66e98c9db11fc88a416be4c7eff22aa","At today, available mechatronics technology allows exploiting smart and precise sensors as well as embedded and effective mechatronic systems for developing (semi-)autonomous robotic platforms able to both navigate in different outdoor environments and implementing Precision Farming techniques. In this work, the experimental outdoor assessment of the performance of a mobile robotic lab, the ByeLab - Bionic eYe Laboratory - is presented and discussed. The ByeLab, developed at the Faculty of Science and Technology of the Free University of Bolzano (I), has been conceived with the aim of creating a (semi-)autonomous robotic system able to sense and monitor the health status of orchards and vineyards. For assessing and measuring the shape and the volume of the canopy, LIDAR technology coupled with ad-hoc developed algorithms have been exploited. To validate the ByeLab different experimental tests have been carried out. In addition to the in-lab and structured environments experimental tests that allowed to tune the algorithms, in this work the assessment of its capabilities - in particular the sensoric system - has been made outdoor controlled environment tests. © 2017 ASME.","Conference paper","Final","Scopus"
"Numerical simulation of sportsman's external flow","2017","Computer Research and Modeling","10.20537/2076-7633-2017-9-2-331-344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044154909&doi=10.20537%2f2076-7633-2017-9-2-331-344&partnerID=40&md5=cea4eac8270c13653fd675bf3b82e51a","Numerical simulation of moving sportsman external flow is presented. The unique method is developed for obtaining integral aerodynamic characteristics, which were the function of the flow regime (i.e. angle of attack, flow speed) and body position. Individual anthropometric characteristics and moving boundaries of sportsman (or sports equipment) during the race are taken into consideration. Numerical simulation is realized using FlowVision CFD. The software is based on the finite volume method, high-performance numerical methods and reliable mathematical models of physical processes. A Cartesian computational grid is used by FlowVision, the grid generation is a completely automated process. Local grid adaptation is used for solving high-pressure gradient and object complex shape. Flow simulation process performed by solutions systems of equations describing movement of fluid and/or gas in the computational domain, including: mass, moment and energy conservation equations; state equations; turbulence model equations. FlowVision permits flow simulation near moving bodies by means of computational domain transformation according to the athlete shape changes in the motion. Ski jumper aerodynamic characteristics are studied during all phases: take-off performance in motion, in-run and flight. Projected investigation defined simulation method, which includes: inverted statement of sportsman external flow development (velocity of the motion is equal to air flow velocity, object is immobile); changes boundary of the body technology defining; multiple calculations with the national team member data projecting. The research results are identification of the main factors affected to jumping performance: aerodynamic forces, rotating moments etc. Developed method was tested with active sportsmen. Ski jumpers used this method during preparations for Sochi Olympic Games 2014. A comparison of the predicted characteristics and experimental data shows a good agreement. Method versatility is underlined by performing swimmer and skater flow simulation. Designed technology is applicable for sorts of natural and technical objects. © 2017 Valeria V. Zharkova, Alexander E. Schelyaev, Yulia V. Fisher.","Article","Final","Scopus"
"Cyber security issues in navigation systems of marine vessels from a control perspective","2017","Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE","10.1115/OMAE201761771","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032224560&doi=10.1115%2fOMAE201761771&partnerID=40&md5=1813b468214d3a0de1946481c5f5171e","Autonomous marine vessels are the way forward to revolutionize maritime operations. However, the safety and success of autonomous missions depend critically on the availability of a reliable positioning system and time information generated using global positioning system (GPS) data. GPS data are further used for guidance, navigation, and control (GNC) of vehicles. At a mission planning level GPS data are commonly assumed to be reliable. From this perspective, this article aims to highlight the perils of maritime navigation attacks, showing the need for the enhancement of standards and security measures to intercept any serious threats to marine vessels emanating from cyber attacks and GPS spoofing. To this end, we consider a case where a cyber attacker blocks the real GPS signals and dupes the GPS antennas on board the marine vehicle with fake signals. Using the Nomoto model for the steering dynamics of a marine vessel and exploiting tools from linear control theory we show analytically, and verify using numerical simulations, that it is possible to influence the state variables of the marine vessel by manipulating the compromised GPS data. © Copyright 2017 ASME.","Conference paper","Final","Scopus"
"An agile framework for detecting and quantifying hazardous gas releases","2017","Proceedings of the International ISCRAM Conference","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030662512&partnerID=40&md5=a8643277cb0a5f9c955343c761a288d8","In response to the threat of hazardous gas releases to public safety and health, we propose an agile framework for detecting and quantifying gas emission sources. Emerging techniques like high-precision gas sensors, source term estimation algorithms and Unmanned Aerial Vehicles are incorporated. The framework takes advantage of both stationary sensor network method and mobile sensing approach for the detection and quantification of hazardous gases from fugitive, accidental or deliberate releases. Preliminary results on street-level detection of urban natural gas leakage is presented. Source term estimation is demonstrated through a synthetic test case, and is verified using Cramér-Rao bound analysis.","Conference paper","Final","Scopus"
"Use of unmanned aerial vehicles for wildlife monitoring","2017","CEUR Workshop Proceedings","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040378096&partnerID=40&md5=92ef44e5a7c281d6cc0bd4076dae7db5","Recent developments in UAV (unmanned aerial vehicle) engineering have pushed the usage of the so-called “drones” into the mainstream. The omni-purpose nature of these vehicles has caused increase in customer demand across various fields. Mass production has resulted in drop in prices, especially for less sophisticated recreational vehicles. However, in order to capture quality imagery for further processing the technical sophistication of the mounted camera is the deciding factor, not the UAV itself. Many researchers are looking for options to exploit this technology in different fields, one of which is wildlife monitoring. This paper aims to present basic overview of knowledge in the area of aerial wildlife censusing and the progress made during a research conducted at Czech University of Life Sciences Prague. Copyright © 2017 for this paper by its author","Conference paper","Final","Scopus"
"Strategic Defense Against Deceptive Civilian GPS Spoofing of Unmanned Aerial Vehicles","2017","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-68711-7_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032874459&doi=10.1007%2f978-3-319-68711-7_12&partnerID=40&md5=59891341affde7e686a459359bf96f93","The Global Positioning System (GPS) is commonly used in civilian Unmanned Aerial Vehicles (UAVs) to provide geolocation and time information for navigation. However, GPS is vulnerable to many intentional threats such as the GPS signal spoofing, where an attacker can deceive a GPS receiver by broadcasting incorrect GPS signals. Defense against such attacks is critical to ensure the reliability and security of UAVs. In this work, we propose a signaling game framework in which the GPS receiver can strategically infer the true location when the attacker attempts to mislead it with a fraudulent and purposefully crafted signal. We characterize the necessary and sufficient conditions of perfect Bayesian equilibrium (PBE) of the game and observe that the equilibrium has a PLASH structure, i.e., pooling in low types and separating in high types. This structure enables the development of a game-theoretic security mechanism to defend against the civil GPS signal spoofing for civilian UAVs. Our results show that in the separating part of the PLASH PBE, the civilian UAV can infer its true position under the spoofing attack while in the pooling portion of the PLASH PBE, the corresponding equilibrium strategy allows the civilian UAV to rationally decide the position that minimizes the deviation from its true position. Numerical experiments are used to corroborate our results and observations. © 2017, Springer International Publishing AG.","Conference paper","Final","Scopus"
