"Title","Year","Source title","DOI","Link","Abstract","Document Type","Publication Stage","Source"
"Effect of wing locations to the aerodynamic of UiTM's Blended Wing Body-Unmanned Aerial Vehicle (BWB-UAV) prototype","2018","International Journal of Engineering and Technology(UAE)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056830333&partnerID=40&md5=9dea21e5a9f6b6de441a98d2cea60944","This paper focuses on the effect of wing placement on UiTM's BWB Prototype to the aerodynamic performance of the aircraft. Lift coefficient (CL), drag coefficient (CD) and pitching moment coefficient (CM) are analyzed at 20 m/s air velocity, using NUMECA Computational Fluid Dynamics (CFD) software. Three wing locations are selected, i.e.: initial location (in reference to the BWB Prototype), front location (30% from leading edge), and middle location (in between of the first two cases). The canard and wing tips from the BWB Prototype are removed for this study. Grid independence study is completed to observe the effect of number of cells on the computation results. Comparison between the CFD and wind tunnel results on the initial BWB Prototype is performed for validation purpose. The variation of CL, CD and CM are presented in curves of lift coefficient, drag coefficient and pitching moment coefficient against angles of attack (a). The lift coefficient curves give similar trends for the three wing locations and the initial configuration except between 20° - 35° angles of attack where different fluctuation behavior occurs on the curves. The maximum lift coefficient obtained is around 0.86 - 1.05 at α = 26° - 30°. Drag coefficient curves also show similar trend for the three wing locations, but lower than the initial configuration due to removal of the canard and wing tips. The pitching moment curves show significant difference in slope among the three placements of the wing for a above 10°. The pitching moment coefficient curves indicates negative slopes up to of α = 18° (initial and middle case) and α = 22° (front case) which indicates static stability for all cases. Curves show that the middle wing configuration continues to give static stability up to higher angles of attack whereas the front case provides the best static stability up to α = 22°. Overall the absence of canard and wing tips removes the sudden change of slope of pitching moment around α = 12° which initially occurs on the BWB-UAV Prototype. © 2018 Authors.","Article","Final","Scopus"
"Workshops: ASSURE, DECSoS, SASSUR, STRIVE, and WAISE 2018  co-located with 37th International Conference on Computer Safety, Reliability and Security, SAFECOMP 2018","2018","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053928796&partnerID=40&md5=64d7a350d03bda0ba3b4e35e2b7ca090","The proceedings contain 49 papers. The special focus in this conference is on Computer Safety, Reliability and Security. The topics include: Multi-layered approach to safe navigation of swarms of drones; dynamic risk management for cooperative autonomous medical cyber-physical systems; towards (Semi-)automated synthesis of runtime safety models: A safety-oriented design approach for service architectures of cooperative autonomous systems; co-engineering-in-the-loop; STPA guided systems engineering; a quantitative approach for the likelihood of exploits of system vulnerabilities; safety and security in a smart production environment; survey of scenarios for measurement of reliable wireless communication in 5G; Application of IEC 62443 for IoT components; continuous argument engineering: Tackling uncertainty in machine learning based systems; dependable outlier detection in harsh environments monitoring systems; fault trees vs. Component fault trees: An empirical study; challenges in assuring highly complex, high volume safety-critical software; comparing risk identification in hazard analysis and threat analysis; towards risk estimation in automated vehicles using fuzzy logic; integration analysis of a transmission unit for automated driving vehicles; in search of synergies in a multi-concern development lifecycle: Safety and cybersecurity; counter attacks for bus-off attacks; applications of pairing-based cryptography on automotive-grade microcontrollers; Towards an integrated penetration testing environment for the CAN protocol; the assurance recipe: Facilitating assurance patterns; enhancing sensor capabilities of open-source simulation tools to support autonomous vehicles safety validation; A security analysis of the ETSI ITS vehicular communications; real-time driver behaviour characterization through rule-based machine learning; “Boxing clever”: Practical techniques for gaining insights into training data and monitoring distribution shift.","Conference review","Final","Scopus"
"Cyber resilient flight software for spacecraft","2018","2018 AIAA SPACE and Astronautics Forum and Exposition","10.2514/6.2018-5220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056166800&doi=10.2514%2f6.2018-5220&partnerID=40&md5=81489ff28506dfa8f9f6f275947f86b1","Rapidly evolving cyber threats to space systems increase the risk that skilled adversaries could disrupt, degrade, or destroy mission critical capabilities via cyber means. Exfiltration and/or modification of data is also a risk for space systems. Although the attack surface to space systems (supply chain, ground systems, networks, user terminals) is usually well protected, there is a high motivation for adversaries to seek out potential vulnerabilities on the spacecraft. Spacecraft architectures are typically based on heritage subsystems of hardware/software/firmware including real-time operating systems, embedded processors, shared bus architectures, and custom ASICs. These systems are highly redundant and resilient to component failures, since operation in the space environment of 15+ years is typical. However, spacecraft architectures were typically not designed with the cyber threat in mind. Well known cyber threat concepts (malware, privilege elevation, root-kits, system pivots, stack overflow, man-in-the-middle, reconnaissance) should now be considered when designing cyber defense for the spacecraft. A unique challenge for spacecraft cyber defense is the potential for denial-of-service attacks through the ""safe mode"" of the spacecraft. A cyber resilient spacecraft that is under attack will continue mission critical activities, initiate defensive measures, and ""operate through"" the attack without a trigger to a non-operational ""safe mode"" state. The Aerospace Corporation and Carnegie Mellon University Software Engineering Institute (SEI) are researching new approaches to spacecraft flight software for cyber resilient operations. This research includes: cyber threats relevant to the space environment, strengths and potential vulnerabilities for typical flight code processing, runtime assurance, analytics & detection, autonomous defense, and cyber assurance in the software lifecycle. Concepts will likely have application for avionics, SCADA, and other real-time operating environments. © 2018, American Institute of Aeronautics and Astronautics Inc, AIAA. All rights reserved.","Conference paper","Final","Scopus"
"Extending automated protocol state learning for the 802.11 4-way handshake","2018","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-319-99073-6_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052217107&doi=10.1007%2f978-3-319-99073-6_16&partnerID=40&md5=b3e00b4d791b927959be90ecca92186c","We show how state machine learning can be extended to handle time out behaviour and unreliable communication mediums. This enables us to carry out the first fully automated analysis of 802.11 4-Way Handshake implementations. We develop a tool that uses our learning method and apply this to 7 widely used Wi-Fi routers, finding 3 new security critical vulnerabilities: two distinct downgrade attacks and one router that can be made to leak some encrypted data to an attacker before authentication. © Springer Nature Switzerland AG 2018.","Conference paper","Final","Scopus"
"Deep Adversarial Context-Aware Landmark Detection for Ultrasound Imaging","2018","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-030-00937-3_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053850006&doi=10.1007%2f978-3-030-00937-3_18&partnerID=40&md5=fb893f3cc11f818fd7862c234ba7e9ff","Real-time prostate gland localization in trans-rectal ultrasound images is required for automated ultrasound guided prostate biopsy procedures. We propose a new deep learning based approach aimed at localizing several prostate landmarks efficiently and robustly. Our multitask learning approach primarily makes the overall algorithm more contextually aware. In this approach, we not only consider the explicit learning of landmark locations, but also build-in a mechanism to learn the contour of the prostate. This multitask learning is further coupled with an adversarial arm to promote the generation of feasible structures. We have trained this network using ~4000 labeled trans-rectal ultrasound images and tested on an independent set of images with ground truth landmark locations. We have achieved an overall Dice score of 92.6% for the adversarially trained multitask approach, which is significantly better than the Dice score of 88.3% obtained by only learning of landmark locations. The overall mean distance error using the adversarial multitask approach has also improved by 20% while reducing the standard deviation of the error compared to learning landmark locations only. In terms of computational complexity both approaches can process the images in real-time using a standard computer with a CUDA enabled GPU. © 2018, Springer Nature Switzerland AG.","Conference paper","Final","Scopus"
"DeepSafe: A Data-Driven Approach for Assessing Robustness of Neural Networks","2018","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-030-01090-4_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054789898&doi=10.1007%2f978-3-030-01090-4_1&partnerID=40&md5=e6c855de182e4b98a8f43a7ab79c17f4","Deep neural networks have achieved impressive results in many complex applications, including classification tasks for image and speech recognition, pattern analysis or perception in self-driving vehicles. However, it has been observed that even highly trained networks are very vulnerable to adversarial perturbations. Adding minimal changes to inputs that are correctly classified can lead to wrong predictions, raising serious security and safety concerns. Existing techniques for checking robustness against such perturbations only consider searching locally around a few individual inputs, providing limited guarantees. We propose DeepSafe, a novel approach for automatically assessing the overall robustness of a neural network. DeepSafe applies clustering over known labeled data and leverages off-the-shelf constraint solvers to automatically identify and check safe regions in which the network is robust, i.e. all the inputs in the region are guaranteed to be classified correctly. We also introduce the concept of targeted robustness, which ensures that the neural network is guaranteed not to misclassify inputs within a region to a specific target (adversarial) label. We evaluate DeepSafe on a neural network implementation of a controller for the next-generation Airborne Collision Avoidance System for unmanned aircraft (ACAS Xu) and for the well known MNIST network. For these networks, DeepSafe identified many regions which were safe, and also found adversarial perturbations of interest. © 2018, Springer Nature Switzerland AG.","Conference paper","Final","Scopus"
"Semantic Match Consistency for Long-Term Visual Localization","2018","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10.1007/978-3-030-01216-8_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055413578&doi=10.1007%2f978-3-030-01216-8_24&partnerID=40&md5=a35816894e6fff2dde56f8e19323fb24","Robust and accurate visual localization across large appearance variations due to changes in time of day, seasons, or changes of the environment is a challenging problem which is of importance to application areas such as navigation of autonomous robots. Traditional feature-based methods often struggle in these conditions due to the significant number of erroneous matches between the image and the 3D model. In this paper, we present a method for scoring the individual correspondences by exploiting semantic information about the query image and the scene. In this way, erroneous correspondences tend to get a low semantic consistency score, whereas correct correspondences tend to get a high score. By incorporating this information in a standard localization pipeline, we show that the localization performance can be significantly improved compared to the state-of-the-art, as evaluated on two challenging long-term localization benchmarks. © 2018, Springer Nature Switzerland AG.","Conference paper","Final","Scopus"
"Protecting Secure Communication Under UAV Smart Attack With Imperfect Channel Estimation","2018","IEEE Access","10.1109/ACCESS.2018.2880979","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056565552&doi=10.1109%2fACCESS.2018.2880979&partnerID=40&md5=0e0e06aef722fcf9f6ca592d80cd41e4","In this paper, we investigate a secure communication system, where one transmitter sends some confidential message to one receiver, under the smart attack from one unmanned aerial vehicle (UAV). The UAV utilizes the programmable radio devices to execute multiple attack types, such as eavesdropping, jamming, and spoofing. We consider the practical communication scenarios where there are a limited number of pilot signals for channel estimation, and the channel estimation at the receiver side may be imperfect. To deal with the joint impact of smart attack and imperfect channel estimation, we use the non-cooperative game theory to propose a Q-learning-based power control algorithm in order to obtain an adaptive policy for the transmitter. In this algorithm, a Nash equilibrium strategy of the game under imperfect channel estimation is devised to maximize the utility of the transmitter and, meanwhile, suppress the smart attack from the UAV. The simulation results indicate that this strategy can effectively decrease the attack rate of the UAV attacker and increase the system secrecy capacity, regardless of the channel estimation accuracy. Moreover, the impact of the channel estimation error on the attack rate and secrecy capacity is also reflected. © 2013 IEEE.","Article","Final","Scopus"
"Towards Executable Dependability Properties","2018","Communications in Computer and Information Science","10.1007/978-3-319-97925-0_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053118381&doi=10.1007%2f978-3-319-97925-0_28&partnerID=40&md5=72f10999bf4451c82b1d5cf6f09a0fe3","Cyber-Physical Systems (CPSs) provide enormous potential for innovation. Examples are modern road vehicles (assisted and autonomous driving), CPS road networks (car2x), power plants, smart grids and healthcare devices. However, due to the dynamic interconnection and the largely unpredictable number of possible system configurations the dependable cooperation of CPS can not be fully assured at design time. The malfunction of a CPS could threaten human life, cause environmental damage and major financial loss. In order to address these challenges, this paper presents an early excerpt of an ongoing holistic approach and toolchain architecture that supports the design, development, implementation, operation and maintenance of dependable CPS. The proposed approach uses the dependability information accumulated during the system specification process as an input configuration for self-adaptive systems. These self-adaptive systems then test and assure the dependability properties of the CPS throughout the whole system life cycle. © 2018, Springer Nature Switzerland AG.","Conference paper","Final","Scopus"
"Theoretical proposal of the engine for hale unmanned aerial vehicles","2018","Transport Means - Proceedings of the International Conference","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055576112&partnerID=40&md5=f32a04e8a2367c61a0faf23d1924d786","The turn of the first and second millennium brought development of many technologies. One of these technologies are unmanned aerial vehicles. Success in armies meant an expansion into the civil sector. Requirements for rapid installation into an armament and costs as low as possible meant the usage of current aircraft engines without any further modifications. Especially in an effort to achieve maximal altitude of the vehicle the engine without the modification could be a cause of unsuccessful effort of exploitation of vehicle´s options. Simple analyses of the vehicles and their current propulsion systems were found significant elements of their interconnections. Then the currently appropriate propulsion systems were assigned with a choice justification and its possible alternatives, hazards, various advantages and so on. Then a type of the engine which has not been fully utilized on these vehicles yet was theoretically designed. The point that this engine has not been fully utilized on these vehicles is precisely why it could bring new benefits to this area. It could even outweigh the advantages of the engines currently used on these vehicles and potentially replace some of them. This part of the theoretical engine design is the subject of this article. © 2018 Kaunas University of Technology. All rights reserved.","Conference paper","Final","Scopus"
"A vision-based approach to uav detection and tracking in cooperative applications","2018","Sensors (Switzerland)","10.3390/s18103391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054757644&doi=10.3390%2fs18103391&partnerID=40&md5=76eb710cf4a8657728a271ee89a6dfbd","This paper presents a visual-based approach that allows an Unmanned Aerial Vehicle (UAV) to detect and track a cooperative flying vehicle autonomously using a monocular camera. The algorithms are based on template matching and morphological filtering, thus being able to operate within a wide range of relative distances (i.e., from a few meters up to several tens of meters), while ensuring robustness against variations of illumination conditions, target scale and background. Furthermore, the image processing chain takes full advantage of navigation hints (i.e., relative positioning and own-ship attitude estimates) to improve the computational efficiency and optimize the trade-off between correct detections, false alarms and missed detections. Clearly, the required exchange of information is enabled by the cooperative nature of the formation through a reliable inter-vehicle data-link. Performance assessment is carried out by exploiting flight data collected during an ad hoc experimental campaign. The proposed approach is a key building block of cooperative architectures designed to improve UAV navigation performance either under nominal GNSS coverage or in GNSS-challenging environments. © 2018 by the authors; Licensee MDPI, Basel, Switzerland.","Article","Final","Scopus"
"Joint power and trajectory design for physical-layer secrecy in the UAV-aided mobile relaying system","2018","IEEE Access","10.1109/ACCESS.2018.2877210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055212070&doi=10.1109%2fACCESS.2018.2877210&partnerID=40&md5=bdbbcc0d0f9d68078838c4c0ba625357","Mobile relaying is emerged as a promising technique to assist wireless communication, driven by the rapid development of unmanned aerial vehicles. In this paper, we study secure transmission in a four-node (source, destination, mobile relay, and eavesdropper) system, wherein we focus on maximizing the secrecy rate via jointly optimizing the relay trajectory and the source/relay transmit power. Nevertheless, due to the coupling of the trajectory designing and the power allocating, the secrecy rate maximization problem is intractable to solve. Accordingly, we propose an alternating optimization approach, wherein the trajectory designing and the power allocating are tackled in an alternating manner. Unfortunately, the trajectory designing is a nonconvex problem, and thus, it is still hard to solve. To circumvent the nonconvexity, we exploit sequential convex programming to derive an iterative algorithm, which is proven to converge to a Karush-Kuhn-Tucker point of the trajectory design problem. The simulation results demonstrate the efficacy of the joint power and trajectory design in improving the secrecy throughput. © 2013 IEEE.","Article","Final","Scopus"
"Automatic detection of public development projects in large open source ecosystems: An exploratory study on GitHub","2018","Proceedings of the International Conference on Software Engineering and Knowledge Engineering, SEKE","10.18293/SEKE2018-085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056894576&doi=10.18293%2fSEKE2018-085&partnerID=40&md5=7acda5dd8d53016bcf760add22f3c792","Hosting over 10 million of software projects, GitHub is one of the most important data sources to study behavior of developers and software projects. However, with the increase of the size of open source datasets, the potential threats to mining these datasets have also grown. As the dataset grows, it becomes gradually unrealistic for human to confirm quality of all samples. Some studies have investigated this problem and provided solutions to avoid threats in sample selection, but some of these solutions (e.g., finding development projects) require human intervention. When the amount of data to be processed increases, these semi-Automatic solutions become less useful since the effort in need for human intervention is far beyond affordable. To solve this problem, we investigated the GHTorrent dataset and proposed a method to detect public development projects. The results show that our method can effectively improve the sample selection process in two ways: (1) We provide a simple model to automatically select samples (with 0.827 precision and 0.947 recall); (2) We also offer a complex model to help researchers carefully screen samples (with 63.2% less effort than manually confirming all samples, and can achieve 0.926 precision and 0.959 recall). © 2018 Universitat zu Koln. All rights reserved.","Conference paper","Final","Scopus"
"Empowering graduate engineering students with proficiency in autonomy","2018","Proceedings of the ASME Design Engineering Technical Conference","10.1115/DETC201886316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057040958&doi=10.1115%2fDETC201886316&partnerID=40&md5=f78812627921be3857d57259895ccc8f","A new class of distributed, autonomous systems is emerging, capable of exploiting multimodal distributed and networked spatial and temporal data (at significantly larger scales). A renaissance autonomy engineer requires proficiency in both traditional engineering concepts as well as a systems engineering skillset for implementing the ensuing complex systems. In this paper, we describe goals, development and first offering of a scaffolded course: “AuE 893 Autonomy: Science and Systems” to begin addressing this goal. Geared towards graduate engineering students, with limited prior exposure, the course complements the concepts from traditional courses (on mobile-robotics) with experiential hands-on system-integration efforts (building on the F1tenth.org kits). The staged course structure initially builds upon open-source Robotics Operating System (ROS) tutorials on simulated systems (Gazebo/RViz) with networked communication; Hardware-in-the-loop realization (with a Turtlebot platform) then aids the exploration (and reinforcement) of autonomy concepts. The course culminates in a final-project comprising performance testing with student-team integrated scaled Autonomous Remote Control cars (based on the F1tenth.org parts-list). All three student teams were successful in navigating around a closed racecourse at speeds of 10-15 miles per hour, using Simultaneous Localization and Mapping (SLAM) for situational awareness and obstacle-avoidance. We conclude with discussion of lessons-learnt and opportunities for future improvement. Copyright © 2018 ASME.","Conference paper","Final","Scopus"
"A high-resolution ground moving target imaging method based on motion compensation","2018","Proceedings of SPIE - The International Society for Optical Engineering","10.1117/12.2505135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053441699&doi=10.1117%2f12.2505135&partnerID=40&md5=55f45f8bdd524489f6a87017e31c300d","Imaging and parameter estimation of moving targets in airborne single-antenna high-resolution synthetic aperture radar (SAR) system is affected by motion errors, which cause defocusing and dislocation of moving targets. Motion errors derive from platform flight deviation and unknown target velocity and estimating all motion errors once is difficult because both aspects influence each other, especially in unmanned aerial vehicle (UAV) systems. We find that the platform flight deviation has the same effect on stationary targets and moving ones. Exploiting this similarity, we propose a novel ground moving target motion compensation method. Platform flight errors are extracted from stationary targets by autofocus algorithms and compensated for moving targets. And then Hough transform (HT) and Map-Drift (MD) technique is used to estimate the radial velocity and the along-track velocity, and range cell migration correction (RCMC) is completed by estimated velocities. Furthermore, PGA technique is adopted to estimate and correct residual phase errors. The effectiveness of the proposed algorithm is validated by the real data. © 2018 SPIE.","Conference paper","Final","Scopus"
"An efficient method for detection of Sybil attackers in IOV","2018","Advances in Modelling and Analysis A","10.18280/ama_b.610102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052012178&doi=10.18280%2fama_b.610102&partnerID=40&md5=5a4f377e95c5f64d2bab31306919a01a","Brave new world was emerging and chancing its face day by day with the advent of IOT, as a part of it we have IOV which may change the way we are driving our vehicles leading to Autonomous driving, As there is a lot of Buzz on these trends they also comes with security threats of different forms in which Sybil Attack is one in which a malicious vehicle may create multiple identities to a Real one, with which he may circumvent different forms of attacks, We proposed an approach in which we divide the vehicles in to different clusters with their location information and certificate and filter the Sybil nodes with an idea no two nodes with the same identities will have different location ID’s or may fall in different clusters at the same time. © 2018 AMSE Press. All Rights Reserved.","Article","Final","Scopus"
"Attacking strategy of multiple unmanned surface vehicles based on DAMGWO algorithm","2018","Lecture Notes in Business Information Processing","10.1007/978-3-030-00060-8_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053899625&doi=10.1007%2f978-3-030-00060-8_10&partnerID=40&md5=0052851548299a798b6769c8a2931672","Unmanned combat system has received more and more attention with the development of modern weapons and equipment in recent years, which results in the application of unmanned surface vehicles (USVs) in the military. The USVs are designed to attack the protected hostile target with a minimum loss that use the lower attack capacity and a small number of attack USVs to reach the target. The USVs attack problem could be viewed as a multi-constrained task assignment problem. In this study, a novel algorithm is proposed, which is called DAMGWO, a grey wolf optimization (GWO) algorithm based on distributed auction mechanism (DAM). This algorithm combines DAM and GWO algorithm to constrain the wolf initialization, increasing the ability to break away from the local optimum. Furthermore a corresponding fitness function to evaluate the quality of this algorithm is proposed. The experimental results show that the proposed algorithm not only fully meets the requirements of the attacking strategy of multiple USVs that to attack the protected hostile target with a minimum loss, but also has better convergence than the traditional GWO algorithm and PSO algorithm. © Springer Nature Switzerland AG 2018.","Conference paper","Final","Scopus"
"Impact of aeromedical evacuation air mobility operations on autonomous systems","2018","Annual Forum Proceedings - AHS International","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054495989&partnerID=40&md5=e7c97fd40abef81a5c2592a2c3309b6a","Over the past few years, there has been a growing interest by military services to reduce the risks to aircraft and crew during extraction of wounded soldiers. As recently as this year, the U.S. Army Medical Research and Materiel Command (USAMRMC) is examining initiatives for a next generation trauma care capability centered on autonomous, unmanned, and robotic solutions. While the ultimate goal of trauma care autonomy is to sustain life, the need still exists to extract wounded soldiers via VTOL aircraft. While estimates vary, Air Mobility Command Aeromedical Evacuation (AE) forces support approximately 20,000 combined fixed and rotary wing airlift movements annually. During Vietnam, AE was responsible for transporting 108,000 wounded soldiers from a combat zone to medical facilities. Intra-facility transport accounted for an additional 280,000 troop transports. Last year in the United States, civilian Helicopter Air Ambulance Operations (HAAO) account for the transport of over 500,000 patients annually. HAAO experience, while non-combatant, offers significant experience in operational processes and airlift requirements when there is an emergency involving immediate threat to life, limb, or sight. As military services are challenged with providing soldier location and extraction in austere and ever-increasing hostile environments, there has been numerous air vehicle design configurations proposed and even flight tested to meet the requirements. However, the operational procedures considering air vehicle and patient extraction can be extremely challenging for piloted flight and medical crews. Promising design solutions are a result of recent developments in electric VTOL (eVTOL) technologies. Distributed Electric Propulsion (DEP) solutions allow designers flexibility in locating propulsors and eliminating fossil fuel systems. These advancements result in structural designs that are more conducive to patient ingress and egress. In addition to structural design flexibility, eVTOL designs offer other benefits versus Internal Combustion Engines (ICE) counterparts to include reduced acoustic and thermal signatures and greater agility and maneuverability while eliminating the required pilot and aircrew resting periods during up-tempo operations. Autonomous air vehicle design considerations for Air Mobility Aeromedical Evacuation are developed based on HAA and US Armed Forces airlift experience with avionics, flight procedures, and air crew operations. © 2018 AHS International, Inc. All rights reserved.","Conference paper","Final","Scopus"
"A race against the clock: Why counter-UAS is needed today","2018","AUVSI XPONENTIAL 2018","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054683078&partnerID=40&md5=8577c1e68b4ac72840751639bdfaebe0","In the past five years, as ubiquitous technology such as smartphones, tablets, and laptops have plateaued or waned, that gap has been filled by commercially available unmanned aerial vehicles (UAV). This is due, in large part to the now accessible price points while providing quality product for both commercial and personal use. By differing estimates, the market is growing anywhere from 40 to 60 percent year-over-year. Even by conservative estimates, the numbers can't be ignored. As these systems become increasingly prevalent in society, they have also become equally prevalent in use for unintended or ill-intended purposes. The utility of these devices is even outpacing the technology, as are the ways in which they are being adapted for egregious outcomes. This situation seems eerily similar to one that the militaries of the world encountered during the early 2000s, in the Middle East when the Improvised Explosive Device (or IED) became a household term. The military and research and development industries were put to task to react, while those that wished to do harm, were already plotting their next evolution. The major difference with this potential threat is that it is present domestically and abroad. This paper will discuss the parallels of the rise of consumer UAV use to the counter-IED situation, lessons learned, and how the advances in technology in the past fifteen years can help those who protect and serve stay ahead. © 2018 IQPC. All rights reserved.","Conference paper","Final","Scopus"
"What Needs to Be Done to Ensure the Ethical Use of AI?","2018","Frontiers in Artificial Intelligence and Applications","10.3233/978-1-61499-918-8-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055276960&doi=10.3233%2f978-1-61499-918-8-10&partnerID=40&md5=fd3670a4fa01098eb2b86b0365a90b52","It is now clear to even the greatest doubters that AI is a powerful technology with considerable practical usage. But it has also become clear that this usage can be both positive and negative. AI can improve healthcare, aid environmental monitoring, support community formation, make culture more widely accessible, and do many other good things-always in combination of course with other digital technologies. But AI can also play a role in deceit and manipulation of public opinion, stoking societal divisions, enforcing senseless bureaucracy, cyberattacks, autonomous weapons, job loss, etc. Moreover the application and promises of AI appear to be premature in the face of autonomous cars going through red traffic lights, unacceptable decisions on granting parole, perpetuation of racial and gender bias in recruitment, etc. This discussion paper provides some ideas to foster positive uses of AI and guard us against negative ones, building further on the 'Barcelona Declaration for the Proper Development and Use of AI in Europe', which you can read and sign here: © 2018 The authors and IOS Press.","Conference paper","Final","Scopus"
"18th International Scientific Conference on Transport Systems Telematics, TST 2018","2018","Communications in Computer and Information Science","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053924803&partnerID=40&md5=dfe79ca62381f1b86897db09457fb3d6","The proceedings contain 36 papers. The special focus in this conference is on Transport Systems Telematics. The topics include: Mobile telematics for motorway road work zones; modeling of transport network resilience in gdynia for disturbing events; influence of randomly uneven roads on selected problems of motor vehicle motion; electric public bus charging stations topography modelling; the vision system for diagnostics of railway turnout elements; mathematical model for safety evaluation of distributed interlocking system; Analysis of the migration process in the ertms system from GSM technology to LTE on the Polish railway; application of the safety and security impact reference model for communication based train control and management systems; comparison of some safety properties of architecture 2003 and architecture 2 × (2002); implementation of traffic service quality measures in Czechia; communication in safety systems for railway transport using the example of axle counter; The concept of the instrument landing system – ILS continuity risk analysis method; Analysis of the process of merging air traffic streams. Case study of TMA Warsaw; renovation of marine telematics objects in the process of exploitation; enhancing safety and reduction of maritime travel time with in-vehicle telematics; Fidelity of GNSS in marine simulators from the telematics’ perspective; overview of the vessel traffic system in the Republic of Croatia; autonomous ship – uesponsibility issues; use of automatic identification system as a source of information to avoid ships’ collisions at sea; the harmonization of the format and structure of maritime service portfolios; does Poland need eloran?.","Conference review","Final","Scopus"
"A search-based approach to solve pursuit-evasion games with limited visibility in polygonal environments","2018","Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054714185&partnerID=40&md5=69199a240f1392a8438ccdc90174d356","A pursuit-evasion game is a non-cooperative game in which a pursuer tries to detect or capture an adversarial evader. We study a pursuit-evasion game which takes place in a known polygonal environment. The goal of the pursuer is to capture the evader by moving onto its location. The players can observe each others' locations only if they can ""see"" each other - i.e., if the line segment connecting their locations lies entirely inside the polygonal environment. The complexity of representing the information available to the players at a given time makes solving pursuit-evasion games with visibility limitations difficult. We represent the state of the game using an efficient visibility-based decomposition of the environ-. ment paired with a more classical grid-based decomposition. The optimal players' strategies are computed using a min-max search algorithm improved with specific speedup techniques that preserve optimality. We show that our decomposition is complete for a rash evader, which hides from the pursuer and does not move from its hiding location when the pursuer is not visible. Simulations in realistic indoor environments and comparison with a Monte Carlo tree search algorithm validate our approach. © 2018 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org). All rights reserved.","Conference paper","Final","Scopus"
"Spot poachers in action: Augmenting conservation drones with automatic detection in near real time","2018","32nd AAAI Conference on Artificial Intelligence, AAAI 2018","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055703689&partnerID=40&md5=eafbc7a645eb8f4f5c31fcd89c5f6d32","The unrelenting threat of poaching has led to increased development of new technologies to combat it. One such example is the use of long wave thermal infrared cameras mounted on unmanned aerial vehicles (UAVs or drones) to spot poachers at night and report them to park rangers before they are able to harm animals. However, monitoring the live video stream from these conservation UAVs all night is an arduous task. Therefore, we build SPOT (Systematic POacher deTector), a novel application that augments conservation drones with the ability to automatically detect poachers and animals in near real time. SPOT illustrates the feasibility of building upon state-of-the-art AI techniques, such as Faster RCNN, to address the challenges of automatically detecting animals and poachers in infrared images. This paper reports (i) the design and architecture of SPOT, (ii) a series of efforts towards more robust and faster processing to make SPOT usable in the field and provide detections in near real time, and (iii) evaluation of SPOT based on both historical videos and a real-world test run by the end users in the field. The promising results from the test in the field have led to a plan for larger-scale deployment in a national park in Botswana. While SPOT is developed for conservation drones, its design and novel techniques have wider application for automated detection from UAV videos. Copyright © 2018, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.","Conference paper","Final","Scopus"
